	H012.fsa	L019.fsa	G077.fsa	L008.fsa	H082.fsa	G067.fsa	G099.fsa	V074.fsa	V068.fsa	G011.fsa	G028.fsa	V050.fsa	H011.fsa	L104.fsa	G007.fsa	G073.fsa	G008.fsa	V060.fsa	V100.fsa	G004.fsa	H005.fsa	G108.fsa	V002.fsa	V057.fsa	V069.fsa	L074.fsa	G016.fsa	L111.fsa	V030.fsa	L079.fsa	L070.fsa	V010.fsa	H178.fsa	V014.fsa	L102.fsa	G094.fsa	V116.fsa	H031.fsa	G109.fsa	L082.fsa	G051.fsa	H130.fsa	V067.fsa	H127.fsa	V006.fsa	V008.fsa	G093.fsa	V004.fsa	G083.fsa	G088.fsa	V043.fsa	L117.fsa
H130.fsa	5884726.0	6832573.0	6804705.0	6774270.0	6206072.0	7379847.0	6810787.0	6374969.0	5748212.0	5845698.0	6715798.0	6782029.0	5859988.0	6933953.0	7869571.0	6736016.0	6838800.0	2956155.0	5935439.0	7498994.0	5885569.0	7388188.0	6720177.0	7749908.0	6743825.0	6889795.0	5874043.0	6951292.0	6890244.0	6810228.0	6828379.0	5876156.0	5741723.0	5858424.0	7072712.0	6216123.0	6889193.0	5872811.0	6766237.0	5814503.0	6889122.0	8515722.0	5578090.0	5613283.0	7060655.0	5587168.0	5606186.0	5554476.0	5586250.0	6523779.0	6471645.0	5592894.0
V067.fsa	6644052.0	5857800.0	5917450.0	5859586.0	5753031.0	5836779.0	5858584.0	5883107.0	6369606.0	7192489.0	5799261.0	5869716.0	6680227.0	5899636.0	5875080.0	5821165.0	5858164.0	2864844.0	6476844.0	5846858.0	6766302.0	5836939.0	5817449.0	6140702.0	5850690.0	5774111.0	6484835.0	5845232.0	5795285.0	5921820.0	5860712.0	6712013.0	5583146.0	6675040.0	5780200.0	5756059.0	5969120.0	6132165.0	5853629.0	5618981.0	5936870.0	5578090.0	7464215.0	6758417.0	5822540.0	7208802.0	6097396.0	7244352.0	7268360.0	5857442.0	5866708.0	6347516.0
H127.fsa	7293153.0	5844444.0	5883393.0	5789214.0	5724645.0	5862390.0	5802076.0	5914699.0	6450171.0	6772928.0	5731820.0	5799766.0	7172671.0	5836826.0	5909920.0	5824968.0	5844593.0	2870804.0	6592489.0	5862247.0	6785845.0	5861590.0	5820744.0	6128139.0	5810834.0	5777309.0	6390259.0	5851900.0	5794987.0	5901332.0	5845764.0	6797476.0	5649495.0	7178782.0	5783579.0	5726457.0	5913671.0	6056866.0	5810171.0	5528003.0	5872703.0	5613283.0	6758417.0	7562834.0	5814369.0	6669185.0	6150433.0	6721488.0	6725944.0	5846002.0	5796511.0	6350164.0
V006.fsa	5803966.0	6936651.0	6784903.0	6739050.0	6199198.0	7347921.0	6784387.0	6367305.0	5722451.0	5837491.0	6714364.0	6775076.0	5805863.0	6883429.0	7464348.0	6729844.0	6938697.0	3050317.0	5893430.0	7359952.0	5872796.0	7368654.0	6715777.0	7893720.0	6722544.0	6886102.0	5860229.0	6988022.0	6882837.0	6785913.0	6939586.0	5867240.0	5669305.0	5810147.0	6881253.0	6204943.0	6834153.0	5848408.0	6734159.0	5827089.0	6849082.0	7060655.0	5822540.0	5814369.0	7718442.0	5841533.0	5883327.0	5826592.0	5829935.0	6934584.0	6772877.0	5867787.0
V008.fsa	6652767.0	5843760.0	5917842.0	5868552.0	5736997.0	5837524.0	5866024.0	5887628.0	6366321.0	7094873.0	5810921.0	5879401.0	6593720.0	5890622.0	5888917.0	5834705.0	5843995.0	2871813.0	6523742.0	5851320.0	6767690.0	5837656.0	5829032.0	6151966.0	5854206.0	5779963.0	6503047.0	5846182.0	5775984.0	5926584.0	5846364.0	6709737.0	5575008.0	6597396.0	5782654.0	5746347.0	5990612.0	6143912.0	5865031.0	5607541.0	5960417.0	5587168.0	7208802.0	6669185.0	5841533.0	7339885.0	6087257.0	7113420.0	7215680.0	5842587.0	5875625.0	6353752.0
G093.fsa	6119081.0	5884481.0	6031532.0	5903873.0	5874192.0	5863369.0	5816473.0	5845867.0	5886525.0	6047257.0	5855630.0	5907522.0	6051199.0	5904629.0	5878353.0	5840828.0	5884733.0	2900990.0	6278145.0	5916478.0	6077678.0	5862600.0	5831160.0	6143203.0	5799486.0	5806799.0	6186612.0	5872918.0	5802684.0	6034625.0	5884737.0	6085009.0	5668344.0	6047230.0	5808187.0	5874904.0	5939701.0	6739987.0	5801281.0	5688694.0	5926413.0	5606186.0	6097396.0	6150433.0	5883327.0	6087257.0	7374178.0	6043760.0	6078601.0	5887323.0	5910799.0	6145990.0
V004.fsa	6606574.0	5851775.0	5825057.0	5818500.0	5741692.0	5833152.0	5820814.0	5876777.0	6368606.0	7210875.0	5795190.0	5851552.0	6651074.0	5855719.0	5846787.0	5816465.0	5851130.0	2862070.0	6367398.0	5849594.0	6762442.0	5832403.0	5812555.0	6136548.0	5824460.0	5770370.0	6401704.0	5837710.0	5792728.0	5828106.0	5852682.0	6706329.0	5541225.0	6643126.0	5773074.0	5745718.0	5901402.0	6040753.0	5814473.0	5571029.0	5863191.0	5554476.0	7244352.0	6721488.0	5826592.0	7113420.0	6043760.0	7329996.0	7174914.0	5847210.0	5846474.0	6338187.0
G083.fsa	6639179.0	5836033.0	5873803.0	5855003.0	5732872.0	5835981.0	5856941.0	5877923.0	6368048.0	7187046.0	5795220.0	5866184.0	6652347.0	5896604.0	5879191.0	5824597.0	5835691.0	2864536.0	6444513.0	5843491.0	6768563.0	5837522.0	5819699.0	6139614.0	5842181.0	5774105.0	6440949.0	5834281.0	5766478.0	5886346.0	5838290.0	6707853.0	5573265.0	6650435.0	5778183.0	5736235.0	5972773.0	6079192.0	5851449.0	5610285.0	5932166.0	5586250.0	7268360.0	6725944.0	5829935.0	7215680.0	6078601.0	7174914.0	7388793.0	5833528.0	5860410.0	6339121.0
G088.fsa	5817255.0	7609730.0	6874903.0	6802608.0	6252337.0	6929313.0	6793858.0	6382568.0	5735197.0	5848171.0	6801681.0	6823383.0	5828619.0	6859890.0	6921414.0	6869244.0	7616172.0	3075027.0	5901078.0	6838724.0	5885082.0	6929398.0	6855384.0	7322243.0	6791229.0	6721600.0	5880727.0	6940474.0	6817320.0	6875795.0	7641862.0	5874324.0	5748307.0	5826813.0	6723988.0	6254107.0	6831822.0	5889718.0	6784399.0	5800309.0	6813350.0	6523779.0	5857442.0	5846002.0	6934584.0	5842587.0	5887323.0	5847210.0	5833528.0	7637066.0	6828386.0	5827658.0
V043.fsa	5790758.0	6829272.0	6999514.0	7203386.0	6172733.0	6757858.0	7030785.0	6346559.0	5686825.0	5857299.0	6812103.0	7501837.0	5778508.0	6841508.0	6782636.0	6771015.0	6836928.0	2955268.0	5916497.0	6774269.0	5837139.0	6757010.0	6774718.0	7194473.0	6772462.0	6727759.0	5812592.0	6822820.0	6722740.0	7002394.0	6833244.0	5849273.0	5728331.0	5788482.0	6735944.0	6184637.0	6838872.0	5826142.0	6789491.0	5800487.0	6810151.0	6471645.0	5866708.0	5796511.0	6772877.0	5875625.0	5910799.0	5846474.0	5860410.0	6828386.0	7704673.0	5781004.0
L117.fsa	6316353.0	5827590.0	5874462.0	5766784.0	5738862.0	5830133.0	5763646.0	5835736.0	6196096.0	6340004.0	5713010.0	5780108.0	6320396.0	5816400.0	5884996.0	5791820.0	5827316.0	2861217.0	6490156.0	5895369.0	6385068.0	5831649.0	5783779.0	6142193.0	5819214.0	5806710.0	6862289.0	5856436.0	5803350.0	5875045.0	5827944.0	6402390.0	5470027.0	6324101.0	5804769.0	5745762.0	5872276.0	6132634.0	5819593.0	5549887.0	5795320.0	5592894.0	6347516.0	6350164.0	5867787.0	6353752.0	6145990.0	6338187.0	6339121.0	5827658.0	5781004.0	7196178.0
